violation_desc,issue_datetime,fine,issuing_agency,lat,lon,zip_code
OVER TIME LIMIT,2017-11-10T21:10:00Z,26,PPA,39.928193,-75.178733,19145
OVER TIME LIMIT,2017-11-10T21:14:00Z,26,PPA,39.928252,-75.178613,19145
METER EXPIRED CC,2017-11-04T19:59:00Z,36,PPA,39.950033,-75.169633,19103
STOPPING PROHIBITED,2017-11-30T22:20:00Z,51,PPA,39.967302,-75.139965,19123
STOP PROHIBITED CC,2017-11-17T12:27:00Z,76,PPA,39.960105,-75.158062,19123
OVER TIME LIMIT,2017-11-18T23:10:00Z,26,PPA,40.029665,-75.219962,19128
BUS ONLY ZONE,2017-11-10T23:00:00Z,51,PPA,39.920872,-75.173802,19145
METER EXPIRED CC,2017-11-11T11:00:00Z,36,PPA,39.946728,-75.162157,19107
METER EXPIRED CC,2017-11-11T11:24:00Z,36,PPA,39.947713,-75.15962,19107
METER EXPIRED CC,2017-11-10T20:06:00Z,36,PPA,39.9435,-75.163768,19147
METER EXPIRED CC,2017-11-10T20:42:00Z,36,PPA,39.942325,-75.155122,19147
METER EXPIRED CC,2017-11-10T21:45:00Z,36,PPA,39.941417,-75.14658,19147
PARKING PROHBITED,2017-11-11T08:38:00Z,41,PPA,39.962118,-75.1545,19123
PARKING PROHBITED,2017-11-11T08:39:00Z,41,PPA,39.962005,-75.154603,19123
PARKING PROHBITED,2017-11-03T08:09:00Z,41,PPA,39.961308,-75.142825,19123
STOPPING PROHIBITED,2017-11-11T08:28:00Z,51,PPA,39.961087,-75.141852,19123
LOADING ZONE,2017-11-27T08:45:00Z,31,PPA,39.961022,-75.141773,19123
LOADING ZONE,2017-11-11T10:22:00Z,31,PPA,39.963258,-75.14676,19123
METER EXPIRED,2017-11-11T11:47:00Z,26,PPA,39.961717,-75.240568,19139
METER EXPIRED,2017-11-11T12:14:00Z,26,PPA,39.98509,-75.247413,19151
EXPIRED INSPECTION,2017-11-22T09:41:00Z,41,PPA,39.950132,-75.142957,19106
METER EXPIRED,2017-11-21T18:32:00Z,26,PPA,40.026175,-75.225437,19127
OVER TIME LIMIT CC,2017-11-11T17:48:00Z,36,PPA,39.956102,-75.142322,19106
OVER TIME LIMIT,2017-11-22T13:27:00Z,26,PPA,39.968575,-75.175848,19130
OVER TIME LIMIT,2017-11-28T12:20:00Z,26,PPA,39.96859,-75.175385,19130
OVER TIME LIMIT CC,2017-11-11T17:49:00Z,36,PPA,39.956062,-75.142305,19106
EXPIRED INSPECTION,2017-11-18T16:51:00Z,41,PPA,39.952055,-75.174313,19103
OVER TIME LIMIT CC,2017-11-11T18:05:00Z,36,PPA,39.958697,-75.153667,19123
OVER TIME LIMIT CC,2017-11-11T18:07:00Z,36,PPA,39.958808,-75.153548,19123
OVER TIME LIMIT CC,2017-11-11T18:19:00Z,36,PPA,39.954747,-75.14265,19106
METER EXPIRED,2017-11-01T15:12:00Z,26,PPA,39.921235,-75.17026,19145
METER EXPIRED,2017-11-28T14:26:00Z,26,PPA,39.920452,-75.170645,19145
OVER TIME LIMIT,2017-11-09T19:34:00Z,26,PPA,39.9421,-75.176482,19146
STOPPING PROHIBITED,2017-11-09T17:34:00Z,51,PPA,40.026408,-75.147323,19141
STOP PROHIBITED CC,2017-11-11T16:51:00Z,76,PPA,39.955962,-75.159768,19107
OVER TIME LIMIT,2017-11-11T21:31:00Z,26,PPA,39.941307,-75.176393,19146
OVER TIME LIMIT,2017-11-18T20:06:00Z,26,PPA,39.940508,-75.174598,19146
METER EXPIRED CC,2017-11-22T12:19:00Z,36,PPA,39.950898,-75.166635,19102
METER EXPIRED CC,2017-11-22T14:58:00Z,36,PPA,39.950682,-75.16548,19102
METER EXPIRED CC,2017-11-06T10:03:00Z,36,PPA,39.950343,-75.156862,19107
METER EXPIRED CC,2017-11-27T20:16:00Z,36,PPA,39.955013,-75.155918,19107
STOP PROHIBITED CC,2017-11-10T12:00:00Z,76,PPA,39.956168,-75.154137,19107
OVER TIME LIMIT,2017-11-27T17:52:00Z,26,PPA,39.936378,-75.16481,19147
METER EXPIRED CC,2017-11-01T14:15:00Z,36,PPA,39.949008,-75.16239,19107
STOP PROHIBITED CC,2017-11-01T15:35:00Z,76,PPA,39.949185,-75.162318,19107
METER EXPIRED,2017-11-17T16:52:00Z,26,PPA,39.926293,-75.23288,19142
STOPPING PROHIBITED,2017-11-11T06:44:00Z,51,PPA,40.02095,-75.213825,19127
EXPIRED INSPECTION,2017-11-24T00:28:00Z,41,POLICE,39.92025367,-75.15101673,19148
BUS ONLY ZONE,2017-11-20T15:06:00Z,51,PPA,40.003045,-75.152695,19140
EXPIRED INSPECTION,2017-11-24T11:08:00Z,41,PPA,39.955655,-75.155878,19107
METER EXPIRED CC,2017-11-10T15:20:00Z,36,PPA,39.949115,-75.162768,19107
METER EXPIRED CC,2017-11-11T08:32:00Z,36,PPA,39.954143,-75.15951,19107
METER EXPIRED,2017-11-10T19:34:00Z,26,PPA,40.025802,-75.224442,19127
METER EXPIRED,2017-11-11T13:07:00Z,26,PPA,40.0413,-75.075642,19149
OVER TIME LIMIT,2017-11-01T11:44:00Z,26,PPA,39.935273,-75.164228,19147
STOPPING PROHIBITED,2017-11-29T17:51:00Z,51,PPA,39.972167,-75.226052,19131
METER EXPIRED CC,2017-11-22T13:39:00Z,36,PPA,39.959597,-75.199602,19104
METER EXPIRED,2017-11-22T18:32:00Z,26,PPA,39.925763,-75.168572,19148
SCHOOL ZONE,2017-11-28T07:34:00Z,36,PPA,39.940752,-75.170855,19146
STOP PROHIBITED CC,2017-11-07T16:07:00Z,76,PPA,39.953182,-75.170398,19103
OVER TIME LIMIT,2017-11-04T11:58:00Z,26,PPA,39.958117,-75.227283,19139
METER EXPIRED CC,2017-11-08T18:25:00Z,36,PPA,39.962752,-75.167425,19130
STOP PROHIBITED CC,2017-11-08T14:05:00Z,76,PPA,39.957372,-75.175967,19103
PARKING PROHBITED,2017-11-08T12:57:00Z,41,POLICE,39.94820003,-75.22328638,19143
METER EXPIRED CC,2017-11-14T19:06:00Z,36,PPA,39.95043,-75.159432,19107
METER EXPIRED CC,2017-11-02T19:05:00Z,36,PPA,39.946543,-75.15958,19107
METER EXPIRED CC,2017-11-10T15:00:00Z,36,PPA,39.953665,-75.17048,19103
STOP PROHIBITED CC,2017-11-29T09:12:00Z,76,PPA,39.95474,-75.195482,19104
METER EXPIRED CC,2017-11-02T12:07:00Z,36,PPA,39.962865,-75.171882,19130
METER EXPIRED,2017-11-30T17:26:00Z,26,PPA,39.953043,-75.203722,19104
METER EXPIRED,2017-11-06T17:29:00Z,26,PPA,39.964173,-75.20409,19104
METER EXPIRED CC,2017-11-04T15:33:00Z,36,PPA,39.951365,-75.174627,19103
METER EXPIRED CC,2017-11-22T14:48:00Z,36,PPA,39.947825,-75.16612,19102
OVER TIME LIMIT CC,2017-11-22T11:21:00Z,36,PPA,39.956303,-75.143545,19106
STOP PROHIBITED CC,2017-11-22T15:59:00Z,76,PPA,39.949202,-75.16779,19102
METER EXPIRED,2017-11-10T17:18:00Z,26,PPA,40.03268,-75.214278,19128
PARKING PROHBITED,2017-11-13T16:14:00Z,41,PPA,40.02292,-75.079427,19124
METER EXPIRED CC,2017-11-21T16:39:00Z,36,PPA,39.95442,-75.20252,19104
OVER TIME LIMIT,2017-11-18T12:31:00Z,26,PPA,39.93838,-75.15072,19147
PRIVATE PROPERTY,2017-11-30T09:50:00Z,26,POLICE,40.0589706,-75.14037413,19126
METER EXPIRED CC,2017-11-17T21:05:00Z,36,PPA,39.949328,-75.167718,19102
OVER TIME LIMIT,2017-11-09T12:33:00Z,26,PPA,39.94324,-75.17337,19146
OVER TIME LIMIT,2017-11-17T15:35:00Z,26,PPA,39.942778,-75.174032,19146
METER EXPIRED CC,2017-11-22T16:28:00Z,36,PPA,39.955147,-75.174793,19103
EXPIRED INSPECTION,2017-11-04T20:10:00Z,41,POLICE,40.01982463,-75.15874416,19140
EXPIRED INSPECTION,2017-11-10T12:46:00Z,41,PPA,39.923912,-75.169745,19146
EXPIRED INSPECTION,2017-11-10T17:27:00Z,41,PPA,39.921177,-75.170362,19145
EXPIRED INSPECTION,2017-11-30T10:13:00Z,41,PPA,39.961047,-75.196943,19104
OVER TIME LIMIT,2017-11-08T10:23:00Z,26,PPA,39.953492,-75.21417,19139
OVER TIME LIMIT CC,2017-11-14T14:02:00Z,36,PPA,39.954833,-75.142633,19106
METER EXPIRED CC,2017-11-20T13:55:00Z,36,PPA,39.948123,-75.173775,19103
METER EXPIRED CC,2017-11-18T17:01:00Z,36,PPA,39.923538,-75.169982,19145
EXPIRED INSPECTION,2017-11-02T15:47:00Z,41,POLICE,40.04520917,-75.0757988,19111
DOUBLE PARKED,2017-11-01T09:34:00Z,51,PPA,40.021478,-75.085867,19124
DOUBLE PARKED,2017-11-19T01:25:00Z,51,POLICE,40.02954778,-75.13200304,19120
METER EXPIRED CC,2017-11-02T14:50:00Z,36,PPA,39.956818,-75.198447,19104
METER EXPIRED CC,2017-11-21T19:55:00Z,36,PPA,39.961787,-75.168107,19130
METER EXPIRED CC,2017-11-17T14:12:00Z,36,PPA,39.951362,-75.200173,19104
PRIVATE PROPERTY,2017-11-02T20:40:00Z,26,PPA,39.908738,-75.17369,19145
HP RESERVED SPACE,2017-11-30T12:16:00Z,301,PPA,39.94887,-75.161978,19107
BUS ONLY ZONE,2017-11-10T13:32:00Z,51,PPA,39.958735,-75.225123,19139
SIDEWALK,2017-11-14T18:00:00Z,51,POLICE,40.01123137,-75.13601758,19140
METER EXPIRED,2017-11-13T17:02:00Z,26,PPA,39.925773,-75.234093,19142
OVER TIME LIMIT,2017-11-20T10:26:00Z,26,PPA,39.969558,-75.140253,19123
METER EXPIRED CC,2017-11-24T12:02:00Z,36,PPA,39.94993,-75.15947,19107
EXPIRED INSPECTION,2017-11-22T13:04:00Z,41,PPA,40.035823,-75.130625,19120
METER EXPIRED,2017-11-22T13:30:00Z,26,PPA,40.03513,-75.130777,19120
METER EXPIRED,2017-11-22T14:55:00Z,26,PPA,40.035907,-75.130533,19120
METER EXPIRED CC,2017-11-06T18:41:00Z,36,PPA,39.954067,-75.200108,19104
METER EXPIRED CC,2017-11-02T21:45:00Z,36,PPA,39.956158,-75.161555,19107
METER EXPIRED CC,2017-11-18T13:46:00Z,36,PPA,39.943412,-75.163117,19147
OVER TIME LIMIT,2017-11-11T22:58:00Z,26,PPA,39.938407,-75.178772,19146
METER EXPIRED,2017-11-14T17:17:00Z,26,PPA,39.963713,-75.20331,19104
METER EXPIRED,2017-11-03T13:48:00Z,26,PPA,40.013947,-75.086263,19124
OVER TIME LIMIT,2017-11-08T11:26:00Z,26,PPA,40.001515,-75.150693,19140
EXPIRED INSPECTION,2017-11-21T17:16:00Z,41,PPA,39.954792,-75.194025,19104
METER EXPIRED,2017-11-30T12:13:00Z,26,PPA,39.92251298,-75.17016763,19145
METER EXPIRED CC,2017-11-24T12:57:00Z,36,PPA,39.94098203,-75.14770188,19147
METER EXPIRED CC,2017-11-30T15:48:00Z,36,PPA,39.947642,-75.157037,19107
OVER TIME LIMIT,2017-11-21T12:18:00Z,26,PPA,39.935588,-75.147067,19147
EXPIRED INSPECTION,2017-11-01T10:27:00Z,41,PPA,39.965132,-75.161192,19130
EXPIRED INSPECTION,2017-11-02T12:03:00Z,41,PPA,39.965487,-75.161108,19130
METER EXPIRED,2017-11-11T13:32:00Z,26,PPA,39.963452,-75.202752,19104
METER EXPIRED CC,2017-11-15T15:20:00Z,36,PPA,39.953785,-75.20264,19104
PARKING PROHBITED CC,2017-11-30T10:33:00Z,51,PPA,39.955015,-75.163033,19102
METER EXPIRED,2017-11-22T16:58:00Z,26,PPA,39.92771,-75.232082,19142
METER EXPIRED,2017-11-30T18:57:00Z,26,PPA,40.024288,-75.221017,19127
METER EXPIRED CC,2017-11-21T22:40:00Z,36,PPA,39.941822,-75.150078,19147
STOP PROHIBITED CC,2017-11-25T12:40:00Z,76,PPA,39.956845,-75.163267,19107
METER EXPIRED CC,2017-11-03T09:50:00Z,36,PPA,39.945078,-75.17793,19146
METER EXPIRED,2017-11-22T14:17:00Z,26,PPA,40.033427,-75.177115,19144
OVER TIME LIMIT,2017-11-22T18:03:00Z,26,PPA,39.962648,-75.143975,19123
METER EXPIRED CC,2017-11-21T13:40:00Z,36,PPA,39.954365,-75.198257,19104
BLOCKING DRIVEWAY,2017-11-21T09:01:00Z,51,PPA,39.929457,-75.150725,19147
METER EXPIRED CC,2017-11-24T13:17:00Z,36,PPA,39.953162,-75.169942,19103
EXPIRED INSPECTION,2017-11-24T14:08:00Z,41,PPA,39.940152,-75.152765,19147
OVER TIME LIMIT,2017-11-24T19:13:00Z,26,PPA,39.939608,-75.152802,19147
METER EXPIRED,2017-11-18T16:11:00Z,26,PPA,39.984638,-75.246483,19151
OVER TIME LIMIT,2017-11-18T19:57:00Z,26,PPA,39.96811,-75.13556,19123
METER EXPIRED CC,2017-11-21T10:43:00Z,36,PPA,39.95923,-75.170752,19103
OVER TIME LIMIT,2017-11-21T12:04:00Z,26,PPA,39.942907,-75.174273,19146
METER EXPIRED,2017-11-01T14:43:00Z,26,PPA,40.008592,-75.150618,19140
EXPIRED INSPECTION,2017-11-30T16:18:00Z,41,PPA,40.01038,-75.187002,19129
BUS ONLY ZONE   CC,2017-11-29T17:20:00Z,76,PPA,39.950655,-75.172255,19103
METER EXPIRED,2017-11-22T11:57:00Z,26,PPA,40.037998,-75.172607,19144
STOPPING PROHIBITED,2017-11-02T22:34:00Z,51,PPA,40.022147,-75.216725,19127
EXPIRED INSPECTION,2017-11-20T11:47:00Z,41,PPA,40.021305,-75.07759,19124
METER EXPIRED CC,2017-11-09T20:06:00Z,36,PPA,39.949012,-75.162668,19107
METER EXPIRED CC,2017-11-18T20:26:00Z,36,PPA,39.940435,-75.145748,19147
OVER TIME LIMIT,2017-11-14T10:57:00Z,26,PPA,39.946527,-75.211887,19143
METER EXPIRED CC,2017-11-10T15:55:00Z,36,PPA,39.953735,-75.16925,19103
METER EXPIRED CC,2017-11-19T19:22:00Z,36,PPA,39.947685,-75.152318,19106
METER EXPIRED,2017-11-24T16:25:00Z,26,PPA,39.957092,-75.226238,19139
METER EXPIRED,2017-11-24T12:04:00Z,26,PPA,39.9212708,-75.17044606,19145
METER EXPIRED CC,2017-11-20T21:33:00Z,36,PPA,39.952948,-75.169167,19103
OVER TIME LIMIT,2017-11-20T14:17:00Z,26,PPA,39.927003,-75.172538,19145
STOP PROHIBITED CC,2017-11-24T14:44:00Z,76,PPA,39.958213,-75.167355,19103
METER EXPIRED CC,2017-11-24T08:27:00Z,36,PPA,39.950022,-75.145122,19106
OVER TIME LIMIT CC,2017-11-18T12:30:00Z,36,PPA,39.944223,-75.158337,19147
OVER TIME LIMIT,2017-11-24T14:30:00Z,26,PPA,39.926693,-75.168358,19148
METER EXPIRED,2017-11-22T12:37:00Z,26,PPA,40.07231,-75.202048,19118
OVER TIME LIMIT,2017-11-03T13:38:00Z,26,PPA,39.964115,-75.158855,19123
OVER TIME LIMIT,2017-11-06T13:07:00Z,26,PPA,39.964083,-75.158873,19123
BUS ONLY ZONE,2017-11-12T16:48:00Z,51,PPA,39.941542,-75.170937,19146
BUS ONLY ZONE,2017-11-13T07:10:00Z,51,PPA,39.941613,-75.170865,19146
BUS ONLY ZONE,2017-11-14T10:01:00Z,51,PPA,39.941513,-75.170953,19146
METER EXPIRED,2017-11-03T12:49:00Z,26,PPA,40.03804,-75.038233,19136
EXPIRED INSPECTION,2017-11-16T08:46:00Z,41,PPA,40.006427,-75.15522,19140
METER EXPIRED,2017-11-30T14:10:00Z,26,PPA,40.076242,-75.206235,19118
METER EXPIRED CC,2017-11-25T08:30:00Z,36,PPA,39.95030041,-75.15942247,19107
METER EXPIRED CC,2017-11-22T16:10:00Z,36,PPA,39.955747,-75.198753,19104
METER EXPIRED,2017-11-03T12:04:00Z,26,PPA,40.033953,-75.172163,19144
METER EXPIRED,2017-11-22T11:39:00Z,26,PPA,40.033495,-75.176945,19144
FIRE HYDRANT,2017-11-22T07:13:00Z,76,PPA,39.918768,-75.165647,19148
STOPPING PROHIBITED,2017-11-22T07:16:00Z,51,PPA,39.917397,-75.165222,19148
STOPPING PROHIBITED,2017-11-22T07:18:00Z,51,PPA,39.91738,-75.165182,19148
METER EXPIRED CC,2017-11-01T10:07:00Z,36,PPA,39.946418,-75.168135,19102
METER EXPIRED,2017-11-18T19:45:00Z,26,PPA,40.036573,-75.14478,19141
HP RESERVED SPACE,2017-11-20T09:03:00Z,301,PPA,39.953618,-75.160043,19107
PARKING PROHBITED,2017-11-20T09:59:00Z,41,PPA,39.920752,-75.181328,19145
METER EXPIRED,2017-11-21T15:48:00Z,26,PPA,40.033167,-75.214828,19128
STOP PROHIBITED CC,2017-11-21T11:16:00Z,76,PPA,39.949948,-75.167232,19102
METER EXPIRED,2017-11-29T13:10:00Z,26,PPA,39.978042,-75.157988,19121
OVER TIME LIMIT,2017-11-25T11:44:00Z,26,PPA,39.964008,-75.140518,19123
METER EXPIRED CC,2017-11-11T09:27:00Z,36,PPA,39.956772,-75.201718,19104
OVER TIME LIMIT CC,2017-11-07T13:27:00Z,36,PPA,39.946105,-75.179908,19146
METER EXPIRED CC,2017-11-24T14:22:00Z,36,PPA,39.952677,-75.190638,19104
OVER TIME LIMIT,2017-11-24T16:51:00Z,26,PPA,40.016922,-75.192327,19129
METER EXPIRED CC,2017-11-03T22:24:00Z,36,PPA,39.941897,-75.151123,19147
EXPIRED INSPECTION,2017-11-09T14:06:00Z,41,PPA,39.956653,-75.204537,19104
METER EXPIRED,2017-11-08T10:55:00Z,26,PPA,40.0264,-75.132715,19120
STOP PROHIBITED CC,2017-11-22T09:53:00Z,76,PPA,39.947023,-75.151173,19106
METER EXPIRED CC,2017-11-13T10:54:00Z,36,PPA,39.953177,-75.195298,19104
METER EXPIRED CC,2017-11-22T10:24:00Z,36,PPA,39.947397,-75.148805,19106
METER EXPIRED CC,2017-11-22T19:05:00Z,36,PPA,39.94889,-75.154608,19107
METER EXPIRED CC,2017-11-19T14:59:00Z,36,PPA,39.950267,-75.159777,19107
STOP PROHIBITED CC,2017-11-21T18:17:00Z,76,PPA,39.949705,-75.16895,19103
EXPIRED INSPECTION,2017-11-21T12:03:00Z,41,PPA,39.950062,-75.1565,19107
METER EXPIRED CC,2017-11-21T14:05:00Z,36,PPA,39.954432,-75.192613,19104
SCHOOL ZONE,2017-11-13T09:36:00Z,36,PPA,40.048325,-75.098007,19111
EXPIRED INSPECTION,2017-11-18T12:01:00Z,41,PPA,39.936703,-75.154703,19147
STOP PROHIBITED CC,2017-11-19T18:26:00Z,76,PPA,39.948853,-75.159818,19107
METER EXPIRED,2017-11-22T14:42:00Z,26,PPA,39.955935,-75.203783,19104
METER EXPIRED CC,2017-11-07T21:08:00Z,36,PPA,39.955188,-75.181388,19103
OVER TIME LIMIT CC,2017-11-22T12:40:00Z,36,PPA,39.955305,-75.145533,19106
METER EXPIRED CC,2017-11-21T11:45:00Z,36,PPA,39.952247,-75.173202,19103
METER EXPIRED CC,2017-11-19T18:07:00Z,36,PPA,39.941388,-75.146618,19147
METER EXPIRED CC,2017-11-19T17:13:00Z,36,PPA,39.948732,-75.1423,19106
EXPIRED INSPECTION,2017-11-22T12:25:00Z,41,PPA,39.957142,-75.171953,19103
EXPIRED INSPECTION,2017-11-24T10:12:00Z,41,PPA,39.957272,-75.174375,19103
METER EXPIRED CC,2017-11-18T20:59:00Z,36,PPA,39.941392,-75.147217,19147
EXPIRED INSPECTION,2017-11-18T19:34:00Z,41,PPA,39.941353,-75.147168,19147
OVER TIME LIMIT,2017-11-22T17:40:00Z,26,PPA,39.962177,-75.141162,19123
PASSENGR LOADNG ZONE,2017-11-22T10:20:00Z,31,PPA,39.9558,-75.164768,19102
STOP PROHIBITED CC,2017-11-01T18:21:00Z,76,PPA,39.949838,-75.16405,19110
METER EXPIRED CC,2017-11-24T21:39:00Z,36,PPA,39.948083,-75.153417,19106
EXPIRED INSPECTION,2017-11-22T12:06:00Z,41,POLICE,40.07127123,-75.15937664,19150
METER EXPIRED CC,2017-11-24T15:21:00Z,36,PPA,39.955963,-75.158285,19107
METER EXPIRED CC,2017-11-06T20:01:00Z,36,PPA,39.948187,-75.156628,19107
HP RESERVED SPACE,2017-11-21T13:55:00Z,301,PPA,39.95503,-75.157628,19107
METER EXPIRED CC,2017-11-24T13:56:00Z,36,PPA,39.951463,-75.178725,19103
METER EXPIRED CC,2017-11-19T16:04:00Z,36,PPA,39.950985,-75.156745,19107
FIRE HYDRANT,2017-11-24T23:42:00Z,76,POLICE,40.04342709,-75.12170237,19120
OVER TIME LIMIT,2017-11-07T13:41:00Z,26,PPA,39.95181,-75.23045,19143
BUS ONLY ZONE,2017-11-09T21:18:00Z,51,PPA,39.9272,-75.152487,19148
METER EXPIRED CC,2017-11-02T19:14:00Z,36,PPA,39.950432,-75.16102,19107
METER EXPIRED CC,2017-11-21T15:25:00Z,36,PPA,39.94960574,-75.16633646,19102
STOP PROHIBITED CC,2017-11-21T15:35:00Z,76,PPA,39.94960574,-75.16633646,19102
OVER TIME LIMIT,2017-11-01T13:02:00Z,26,PPA,39.928782,-75.165445,19148
HP RAMP BLOCKED,2017-11-14T14:14:00Z,76,PPA,39.936227,-75.170532,19146
STOPPING PROHIBITED,2017-11-02T19:45:00Z,51,PPA,40.02529,-75.223357,19127
OVER TIME LIMIT,2017-11-24T20:18:00Z,26,PPA,39.942857,-75.181868,19146
METER EXPIRED CC,2017-11-28T17:34:00Z,36,PPA,39.95173,-75.202253,19104
STOP PROHIBITED CC,2017-11-24T23:13:00Z,76,PPA,39.948595,-75.143922,19106
METER EXPIRED,2017-11-30T12:06:00Z,26,PPA,40.03694,-75.040375,19136
OVER TIME LIMIT CC,2017-11-09T12:42:00Z,36,PPA,39.95856,-75.175157,19103
LOADING ZONE   CC,2017-11-29T14:55:00Z,51,PPA,39.955082,-75.194405,19104
FIRE HYDRANT,2017-11-28T19:38:00Z,76,PPA,39.922693,-75.163075,19148
METER EXPIRED,2017-11-06T11:56:00Z,26,PPA,39.92599,-75.233678,19142
PRIVATE PROPERTY,2017-11-18T09:37:00Z,26,PPA,39.967765,-75.136825,19123
OVER TIME LIMIT,2017-11-24T22:16:00Z,26,PPA,39.939477,-75.147012,19147
METER EXPIRED,2017-11-21T13:03:00Z,26,PPA,39.92377,-75.169843,19145
METER EXPIRED,2017-11-21T12:19:00Z,26,PPA,39.956133,-75.22569,19139
PARKING PROHBITED,2017-11-27T08:15:00Z,41,PPA,39.941008,-75.221042,19143
STOP PROHIBITED CC,2017-11-29T10:28:00Z,76,PPA,39.95209,-75.17199,19103
METER EXPIRED CC,2017-11-16T09:52:00Z,36,PPA,39.957867,-75.172243,19103
STOPPING PROHIBITED,2017-11-02T21:26:00Z,51,PPA,39.924957,-75.173558,19145
OVER TIME LIMIT,2017-11-22T20:59:00Z,26,PPA,39.927647,-75.170678,19145
METER EXPIRED,2017-11-11T11:33:00Z,26,PPA,40.027772,-75.132422,19120
FIRE HYDRANT,2017-11-22T12:52:00Z,76,PPA,40.014457,-75.085873,19124
METER EXPIRED,2017-11-22T13:59:00Z,26,PPA,40.014453,-75.085768,19124
STOPPING PROHIBITED,2017-11-10T10:21:00Z,51,PPA,39.942637,-75.172345,19146
METER EXPIRED CC,2017-11-13T19:36:00Z,36,PPA,39.947488,-75.148777,19106
METER EXPIRED,2017-11-29T15:23:00Z,26,PPA,39.924065,-75.169805,19145
OVER TIME LIMIT,2017-11-25T10:21:00Z,26,PPA,40.0418,-75.152983,19141
METER EXPIRED CC,2017-11-21T10:23:00Z,36,PPA,39.955832,-75.172688,19103
METER EXPIRED,2017-11-01T11:13:00Z,26,PPA,39.95683167,-75.2245268,19139
STOPPING PROHIBITED,2017-11-15T16:16:00Z,51,PPA,39.984335,-75.156537,19121
CROSSWALK,2017-11-06T18:20:00Z,51,POLICE,39.97857845,-75.22590742,19131
PARKING PROHBITED,2017-11-20T08:32:00Z,41,PPA,39.92838,-75.170523,19145
PARKING PROHBITED,2017-11-20T09:13:00Z,41,PPA,39.928342,-75.170535,19145
METER EXPIRED,2017-11-18T11:16:00Z,26,PPA,40.008682,-75.15062,19140
SCHOOL ZONE,2017-11-16T09:16:00Z,36,PPA,40.020938,-75.119388,19120
SIDEWALK,2017-11-21T12:12:00Z,51,PPA,40.012393,-75.087375,19124
METER EXPIRED,2017-11-21T13:13:00Z,26,PPA,40.052552,-75.068322,19111
METER EXPIRED CC,2017-11-22T12:16:00Z,36,PPA,39.950413,-75.14618,19106
METER EXPIRED CC,2017-11-24T16:37:00Z,36,PPA,39.953805,-75.171828,19103
METER EXPIRED CC,2017-11-29T21:38:00Z,36,PPA,39.943368,-75.162945,19147
METER EXPIRED CC,2017-11-04T14:07:00Z,36,PPA,39.948435,-75.145023,19106
METER EXPIRED CC,2017-11-13T10:44:00Z,36,PPA,39.951677,-75.176472,19103
METER EXPIRED CC,2017-11-11T13:54:00Z,36,PPA,39.955943,-75.164252,19102
PARKING PROHBITED,2017-11-28T13:41:00Z,41,PPA,39.964027,-75.15385,19123
EXPIRED INSPECTION,2017-11-17T09:48:00Z,41,PPA,39.95283,-75.15816,19107
METER EXPIRED CC,2017-11-26T15:37:00Z,36,PPA,39.942122,-75.153568,19147
METER EXPIRED CC,2017-11-29T10:59:00Z,36,PPA,39.94858,-75.158658,19107
OVER TIME LIMIT,2017-11-06T14:13:00Z,26,PPA,39.96011,-75.232648,19139
DOUBLE PARKED  CC,2017-11-06T15:38:00Z,76,PPA,39.953325,-75.153397,19107
EXPIRED INSPECTION,2017-11-08T09:04:00Z,41,PPA,40.008725,-75.102588,19124
SCHOOL ZONE,2017-11-08T09:01:00Z,36,PPA,40.008653,-75.102538,19124
METER EXPIRED,2017-11-17T11:51:00Z,26,PPA,40.041997,-75.075182,19111
METER EXPIRED CC,2017-11-01T10:54:00Z,36,PPA,39.945475,-75.155355,19107
OVER TIME LIMIT,2017-11-28T10:35:00Z,26,PPA,40.023848,-75.075418,19124
BLOCKING DRIVEWAY,2017-11-10T10:35:00Z,51,POLICE,39.93722571,-75.2328159,19143
EXPIRED INSPECTION,2017-11-08T15:33:00Z,41,PPA,39.954693,-75.210202,19104
SIDEWALK,2017-11-30T02:25:00Z,51,POLICE,40.03750015,-75.03692432,19136
METER EXPIRED CC,2017-11-19T15:54:00Z,36,PPA,39.954243,-75.162257,19107
METER EXPIRED CC,2017-11-15T10:51:00Z,36,PPA,39.948762,-75.142378,19106
CROSSWALK,2017-11-09T20:15:00Z,51,POLICE,39.99720081,-75.11890015,19134
PARKING PROHBITED,2017-11-01T18:30:00Z,41,POLICE,39.95491252,-75.21377735,19139
STOP PROHIBITED CC,2017-11-21T17:53:00Z,76,PPA,39.955022,-75.169525,19103
METER EXPIRED CC,2017-11-21T18:01:00Z,36,PPA,39.956902,-75.168062,19103
EXPIRED INSPECTION,2017-11-28T10:46:00Z,41,POLICE,40.08258532,-74.98867381,19154
BUS ONLY ZONE,2017-11-06T09:18:00Z,51,PPA,40.035602,-75.175038,19144
METER EXPIRED CC,2017-11-29T16:35:00Z,36,PPA,39.957955,-75.160023,19107
METER EXPIRED CC,2017-11-30T12:14:00Z,36,PPA,39.952982,-75.180738,19103
OVER TIME LIMIT,2017-11-28T14:10:00Z,26,PPA,40.04257,-75.024908,19136
LOADING ZONE,2017-11-20T07:42:00Z,31,PPA,39.961705,-75.18896,19104
OVER TIME LIMIT,2017-11-22T11:24:00Z,26,PPA,40.023003,-75.075185,19124
OVER TIME LIMIT,2017-11-22T11:30:00Z,26,PPA,40.022217,-75.080867,19124
